target_gene	organism	mirna	Total context++ score
C16orf59	human	mir197	-0.07
MSRB1	human	mir197	-0.41
INO80	human	mir197	-0.0
DARS2	human	mir197	-0.01
PCGF3	human	mir197	-0.2
LRP2BP	human	mir197	-0.11
ADM2	human	mir197	-0.09
AHCTF1	human	mir197	-0.08
EFCAB2	human	mir197	-0.1
CHML	human	mir197	-0.01
NTPCR	human	mir197	-0.0
TAF5L	human	mir197	-0.45
IBA57	human	mir197	-0.0
FGFR1OP	human	mir197	-0.0
WDR26	human	mir197	-0.25
FBXO28	human	mir197	-0.24
MARC1	human	mir197	-0.0
PTPN14	human	mir197	-0.09
PROX1	human	mir197	-0.11
SLC22A1	human	mir197	-0.0
FLVCR1	human	mir197	-0.01
NSL1	human	mir197	-0.05
SERTAD4	human	mir197	-0.55
SYT14	human	mir197	-0.03
RSPH3	human	mir197	-0.02
TULP4	human	mir197	-0.14
SERAC1	human	mir197	-0.16
DYRK3	human	mir197	-0.0
NUCKS1	human	mir197	-0.03
DSTYK	human	mir197	-0.04
MDM4	human	mir197	-0.13
ETNK2	human	mir197	-0.31
MTRF1L	human	mir197	-0.02
KDM5B	human	mir197	-0.01
PPP1R12B	human	mir197	-0.42
KIF14	human	mir197	-0.12
ZBTB41	human	mir197	-0.02
CDC73	human	mir197	-0.02
SAMD5	human	mir197	-0.07
STXBP5	human	mir197	-0.06
SHPRH	human	mir197	-0.39
MR1	human	mir197	-0.04
KIAA1614	human	mir197	-0.04
XPR1	human	mir197	-0.0
C1ORF220	human	mir197	-0.09
ZBTB37	human	mir197	-0.04
AHI1	human	mir197	-0.01
HBS1L	human	mir197	-0.2
GPR161	human	mir197	-0.14
POU2F1	human	mir197	-0.06
PBX1	human	mir197	-0.49
STX7	human	mir197	-0.08
ADAMTS4	human	mir197	-0.11
CD84	human	mir197	-0.01
DCAF8	human	mir197	-0.1
KIAA0907	human	mir197	-0.12
HDDC2	human	mir197	-0.12
TPD52L1	human	mir197	-0.0
TPM3	human	mir197	-0.0
FAM26E	human	mir197	-0.1
BNIP3	human	mir197	-0.15
GATAD2B	human	mir197	-0.03
FAM229B	human	mir197	-0.0
NPR1	human	mir197	-0.03
UROS	human	mir197	-0.35
TDRKH	human	mir197	-0.61
LHPP	human	mir197	-0.0
SLC16A10	human	mir197	-0.0
GABPB2	human	mir197	-0.1
PLEKHA1	human	mir197	-0.35
BEND3	human	mir197	-0.17
QRSL1	human	mir197	-0.16
TIAL1	human	mir197	-0.06
OTUD7B	human	mir197	-0.16
GRIK2	human	mir197	-0.03
SV2A	human	mir197	-0.29
CACUL1	human	mir197	-0.0
HSPA12A	human	mir197	-0.63
ACP6	human	mir197	-0.0
C10orf118	human	mir197	-0.02
NHLRC2	human	mir197	-0.11
RRAGD	human	mir197	-0.0
TTF2	human	mir197	-0.0
SLC35A1	human	mir197	-0.17
HIPK1	human	mir197	-0.02
KCND3	human	mir197	-0.03
ATP5F1	human	mir197	-0.12
SH3PXD2A	human	mir197	-0.09
KCNC4	human	mir197	-0.04
GSTM5	human	mir197	-0.43
SH3BGRL2	human	mir197	-0.07
CNNM2	human	mir197	-0.1
AS3MT	human	mir197	-0.1
SFXN2	human	mir197	-0.0
ACTR1A	human	mir197	-0.17
MYO6	human	mir197	-0.08
MGEA5	human	mir197	-0.07
SLC30A7	human	mir197	-0.13
DBT	human	mir197	-0.02
LRRC39	human	mir197	-0.39
SLC35A3	human	mir197	-0.07
TMEM56	human	mir197	-0.12
ALG14	human	mir197	-0.0
FAM178A	human	mir197	-0.24
DR1	human	mir197	-0.18
TMED5	human	mir197	-0.0
GABRQ	human	mir197	-0.05
NKAIN4	human	mir197	-0.39
DIDO1	human	mir197	-0.04
MTM1	human	mir197	-0.29
SMAP1	human	mir197	-1.5
AFF2	human	mir197	-0.02
ENTPD7	human	mir197	-0.0
HS2ST1	human	mir197	-0.1
MCOLN2	human	mir197	-0.02
LGSN	human	mir197	-0.55
ZNF451	human	mir197	-0.23
PTGFR	human	mir197	-0.0
FUBP1	human	mir197	-0.11
FAM73A	human	mir197	-0.02
PHF6	human	mir197	-0.16
ZZZ3	human	mir197	-0.26
SLC44A5	human	mir197	-0.09
LCOR	human	mir197	-0.18
XPNPEP2	human	mir197	-0.17
TM9SF3	human	mir197	-0.02
ENTPD1	human	mir197	-0.01
PRKAA2	human	mir197	-0.02
PPAP2B	human	mir197	-0.0
GRIA3	human	mir197	-0.13
ACOT11	human	mir197	-0.29
MCTS1	human	mir197	-0.0
PLCE1	human	mir197	-0.03
ENPP5	human	mir197	-0.02
NKAP	human	mir197	-0.02
CDC5L	human	mir197	-0.02
FFAR4	human	mir197	-0.27
CEP55	human	mir197	-0.36
TSHZ2	human	mir197	-0.08
NFATC2	human	mir197	-0.11
TMEM189	human	mir197	-0.04
RAB3B	human	mir197	-0.02
TAL1	human	mir197	-0.23
ADAMTS13	human	mir197	-0.04
STAMBPL1	human	mir197	-0.13
ANKRD22	human	mir197	-0.11
PREX1	human	mir197	-0.17
LDB3	human	mir197	-0.27
CDHR1	human	mir197	-0.31
IRS4	human	mir197	-0.02
GHITM	human	mir197	-0.08
HECTD3	human	mir197	-0.12
FAM213A	human	mir197	-0.0
POLH	human	mir197	-0.1
TMEM53	human	mir197	-0.45
CD40	human	mir197	-0.38
ZCCHC24	human	mir197	-0.02
RPS24	human	mir197	-0.12
RBM41	human	mir197	-0.36
ZSWIM1	human	mir197	-0.25
COMTD1	human	mir197	-0.0
PPCS	human	mir197	-0.4
SH3GLB2	human	mir197	-0.0
RIMS3	human	mir197	-0.03
SAMD8	human	mir197	-0.13
DUSP13	human	mir197	-0.36
FUT11	human	mir197	-0.05
URM1	human	mir197	-0.13
HEYL	human	mir197	-0.0
UBR2	human	mir197	-0.28
TRUB2	human	mir197	-0.01
TIMM8A	human	mir197	-0.04
DNM1	human	mir197	-1.0
TAF8	human	mir197	-0.03
USP49	human	mir197	-0.1
INPP5B	human	mir197	-0.14
MEAF6	human	mir197	-0.43
OARD1	human	mir197	-1.01
PTPRT	human	mir197	-0.03
AGO3	human	mir197	-0.06
AGO4	human	mir197	-0.13
SAR1A	human	mir197	-0.08
FPGS	human	mir197	-0.02
CDK9	human	mir197	-0.02
TOR2A	human	mir197	-0.29
STXBP1	human	mir197	-0.04
ZMYM1	human	mir197	-0.02
AK2	human	mir197	-0.08
SYNC	human	mir197	-0.0
RBBP4	human	mir197	-0.02
CHIC1	human	mir197	-0.3
PPP6C	human	mir197	-0.0
GIGYF2	human	mir197	-0.03
MANBAL	human	mir197	-0.39
KPNA6	human	mir197	-0.2
ERCC6L	human	mir197	-0.0
SRSF3	human	mir197	-0.0
KCTD20	human	mir197	-0.04
LHX6	human	mir197	-0.04
ADO	human	mir197	-0.36
MECR	human	mir197	-0.11
EPB41	human	mir197	-0.24
GMEB1	human	mir197	-0.03
RAB42	human	mir197	-0.26
EYA3	human	mir197	-0.18
TGIF2	human	mir197	-0.09
MEGF9	human	mir197	-0.15
ZWINT	human	mir197	-0.13
ROMO1	human	mir197	-0.0
GPN2	human	mir197	-0.19
RGS3	human	mir197	-0.03
MAPK8	human	mir197	-0.32
PRPF4	human	mir197	-0.0
INIP	human	mir197	-0.51
SUSD1	human	mir197	-0.01
GPRIN2	human	mir197	-0.14
SYT15	human	mir197	-0.11
PALM2	human	mir197	-0.05
BMPR2	human	mir197	-0.0
SLC44A1	human	mir197	-0.12
CYLC2	human	mir197	-0.17
NRP1	human	mir197	-0.06
ZNF189	human	mir197	-0.01
C9orf156	human	mir197	-0.0
PQLC2	human	mir197	-0.03
TBXA2R	human	mir197	-0.02
IQSEC2	human	mir197	-0.02
KIAA1462	human	mir197	-0.01
BAMBI	human	mir197	-0.0
FBXO42	human	mir197	-0.2
HSPA1B	human	mir197	-0.0
ASXL1	human	mir197	-0.71
KIF3B	human	mir197	-0.02
SYK	human	mir197	-0.5
AGMAT	human	mir197	-0.17
SPIN1	human	mir197	-0.02
ABHD13	human	mir197	-0.04
TMEM51	human	mir197	-0.21
KAZN	human	mir197	-0.04
AGTPBP1	human	mir197	-0.0
CLCN5	human	mir197	-0.02
NTRK2	human	mir197	-0.11
ZNF549	human	mir197	-0.15
GAD2	human	mir197	-0.13
CCDC93	human	mir197	-0.01
MAGIX	human	mir197	-0.0
STXBP4	human	mir197	-0.08
CLYBL	human	mir197	-0.01
MSRB2	human	mir197	-0.0
GNL1	human	mir197	-0.0
AGTRAP	human	mir197	-0.0
SUV39H1	human	mir197	-0.38
ACSS1	human	mir197	-0.37
PCSK5	human	mir197	-0.07
AC115618.1	human	mir197	-0.21
MOG	human	mir197	-0.3
KCNC3	human	mir197	-0.27
CBY3	human	mir197	-0.39
C9orf85	human	mir197	-0.14
DFFA	human	mir197	-0.48
KDM2B	human	mir197	-0.0
CNNM4	human	mir197	-0.27
KIF1B	human	mir197	-0.04
OR2H1	human	mir197	-0.11
PTAR1	human	mir197	-0.52
NMNAT1	human	mir197	-0.26
LZIC	human	mir197	-0.03
TGOLN2	human	mir197	-0.11
SF1	human	mir197	-0.0
GPR157	human	mir197	-0.04
SLC2A5	human	mir197	-0.28
THAP3	human	mir197	-0.32
TBC1D4	human	mir197	-0.01
CUBN	human	mir197	-0.42
HES2	human	mir197	-0.03
TMEM8B	human	mir197	-0.0
VPS36	human	mir197	-0.16
TXNRD1	human	mir197	-0.33
C12orf73	human	mir197	-0.26
NMT2	human	mir197	-0.01
AJAP1	human	mir197	-0.05
SLC35B4	human	mir197	-0.11
PPM1B	human	mir197	-0.39
TCF7	human	mir197	-0.25
XK	human	mir197	-0.15
LANCL3	human	mir197	-0.03
KIF3A	human	mir197	-0.16
CAMK1D	human	mir197	-0.12
API5	human	mir197	-0.13
CRLS1	human	mir197	-0.0
REXO1L1P	human	mir197	-0.13
WT1	human	mir197	-0.0
TPD52	human	mir197	-0.0
LYRM9	human	mir197	-0.89
MCUR1	human	mir197	-0.03
ECHDC3	human	mir197	-0.06
DNAJC15	human	mir197	-0.0
ACOT9	human	mir197	-0.03
ZSCAN2	human	mir197	-0.13
PTCHD1	human	mir197	-0.01
LYRM7	human	mir197	-0.35
TMEM194A	human	mir197	-0.05
RASSF2	human	mir197	-0.02
NOL6	human	mir197	-0.01
KBTBD6	human	mir197	-0.15
TMEM14B	human	mir197	-0.71
INSC	human	mir197	-0.0
REEP5	human	mir197	-0.11
AC074091.13	human	mir197	-0.21
APTX	human	mir197	-0.1
RFESD	human	mir197	-0.18
ANKRD16	human	mir197	-0.53
GDI2	human	mir197	-0.19
PSMG4	human	mir197	-0.01
BCL7C	human	mir197	-0.09
NAP1L4	human	mir197	-1.14
ADAMTSL1	human	mir197	-0.26
ADRA1A	human	mir197	-0.19
B3GALT5	human	mir197	-0.03
HADHA	human	mir197	-0.14
SERPINB9	human	mir197	-0.01
SMN2	human	mir197	-0.27
DNMT3A	human	mir197	-0.01
MID1	human	mir197	-0.02
NLN	human	mir197	-0.0
SGTB	human	mir197	-0.02
TTC38	human	mir197	-0.0
SLC5A3	human	mir197	-0.06
C11orf21	human	mir197	-0.05
TH	human	mir197	-0.33
CD99	human	mir197	-0.0
ITSN1	human	mir197	-0.11
STK35	human	mir197	-0.04
CDK8	human	mir197	-0.79
ZMYND11	human	mir197	-0.04
PLCXD1	human	mir197	-0.1
ATP8A1	human	mir197	-0.06
HPCAL1	human	mir197	-0.36
METTL22	human	mir197	-0.0
RFX3	human	mir197	-0.02
DNAJC21	human	mir197	-0.0
RAD1	human	mir197	-0.05
LGI2	human	mir197	-0.04
DCAF16	human	mir197	-0.16
BST1	human	mir197	-0.0
FBXL18	human	mir197	-0.02
ABCC5	human	mir197	-0.65
SEMA5A	human	mir197	-0.02
FOXG1	human	mir197	-0.04
KCNA1	human	mir197	-0.13
NKD2	human	mir197	-0.0
ZMYM2	human	mir197	-0.03
WHSC1	human	mir197	-0.02
TMEM241	human	mir197	-0.17
CCDC125	human	mir197	-0.06
MAP4	human	mir197	-0.31
ZNF197	human	mir197	-0.13
TRIM71	human	mir197	-0.03
TTLL3	human	mir197	-0.75
ZNF570	human	mir197	-0.02
DENND5B	human	mir197	-0.03
RNF20	human	mir197	-0.03
FANCA	human	mir197	-0.01
MFSD12	human	mir197	-0.5
SMYD5	human	mir197	-0.03
CRYBG3	human	mir197	-0.18
SSC5D	human	mir197	-0.0
RTF1	human	mir197	-0.24
LRCH1	human	mir197	-0.08
COL23A1	human	mir197	-0.0
CTAGE1	human	mir197	-0.16
C17orf51	human	mir197	-0.06
KRTAP4	human	mir197	-0.14
FAM127C	human	mir197	-0.06
LAIR1	human	mir197	-0.0
MYADM	human	mir197	-0.06
ZNF321P	human	mir197	-0.05
PGBD5	human	mir197	-0.5
ZFP82	human	mir197	-0.03
FAM106A	human	mir197	-0.15
ICA1L	human	mir197	-0.03
SUMO1	human	mir197	-0.73
DPY19L3	human	mir197	-0.07
TMEFF2	human	mir197	-0.18
CCDC57	human	mir197	-0.12
CANT1	human	mir197	-0.24
NCOA7	human	mir197	-0.07
DYNLL1	human	mir197	-0.13
GPR155	human	mir197	-0.56
GRB2	human	mir197	-0.3
B3GAT1	human	mir197	-0.26
TIRAP	human	mir197	-0.04
B3GALT1	human	mir197	-0.09
GALNT13	human	mir197	-0.06
SLC33A1	human	mir197	-0.01
CYB561	human	mir197	-0.92
VWA2	human	mir197	-0.2
GK5	human	mir197	-0.02
RPL13	human	mir197	-0.0
PTGFRN	human	mir197	-0.26
NRF1	human	mir197	-0.25
TNPO3	human	mir197	-0.03
ISY1	human	mir197	-0.11
MAPK9	human	mir197	-0.27
LONRF2	human	mir197	-0.05
ARHGAP9	human	mir197	-0.49
PPP6R3	human	mir197	-0.08
JUP	human	mir197	-0.11
HAP1	human	mir197	-0.1
G3BP1	human	mir197	-0.15
ZNF655	human	mir197	-0.05
CHD2	human	mir197	-0.09
FBXL20	human	mir197	-0.01
RPL23	human	mir197	-0.39
SPRY1	human	mir197	-0.0
TADA2A	human	mir197	-0.13
RSPRY1	human	mir197	-0.15
GTF2F1	human	mir197	-0.0
ZNF207	human	mir197	-0.23
AKAP5	human	mir197	-0.38
NRG2	human	mir197	-0.08
SLC9B2	human	mir197	-0.02
C16orf87	human	mir197	-0.04
ZBTB3	human	mir197	-0.01
MYLK3	human	mir197	-0.19
INCENP	human	mir197	-0.01
SLC39A8	human	mir197	-0.22
C5orf24	human	mir197	-0.1
ALDOA	human	mir197	-0.0
MAPK1IP1L	human	mir197	-0.0
ZNF484	human	mir197	-0.07
SEC61G	human	mir197	-0.29
ULK2	human	mir197	-0.12
PRKG2	human	mir197	-0.12
B9D1	human	mir197	-0.46
ZNF488	human	mir197	-0.02
VAPB	human	mir197	-0.04
CDKL1	human	mir197	-0.2
CD59	human	mir197	-0.01
HECW1	human	mir197	-0.07
VPS13B	human	mir197	-0.1
PPARA	human	mir197	-0.04
ST8SIA1	human	mir197	-0.4
GTF2A2	human	mir197	-0.2
KLHL28	human	mir197	-0.22
CCNE2	human	mir197	-0.11
UEVLD	human	mir197	-0.24
MYD88	human	mir197	-0.16
NDE1	human	mir197	-0.05
ZNF813	human	mir197	-0.03
KIAA1217	human	mir197	-0.22
IPP	human	mir197	-0.02
GRIN2A	human	mir197	-0.07
CARHSP1	human	mir197	-0.0
GNE	human	mir197	-0.35
HLA	human	mir197	-0.25
PDE7A	human	mir197	-0.21
AP1S3	human	mir197	-0.02
THRB	human	mir197	-0.01
EAF1	human	mir197	-0.3
CATSPER2	human	mir197	-0.31
BEND7	human	mir197	-0.34
C19orf55	human	mir197	-0.14
RBAK	human	mir197	-0.07
ZSCAN29	human	mir197	-0.18
AGPAT6	human	mir197	-0.13
ZNF208	human	mir197	-0.46
DDHD2	human	mir197	-0.13
ARPC4	human	mir197	-0.05
DDX51	human	mir197	-0.18
HSH2D	human	mir197	-0.21
BLOC1S5	human	mir197	-0.22
UQCC1	human	mir197	-0.29
TEN1	human	mir197	-0.45
PGBD4	human	mir197	-0.14
CHRFAM7A	human	mir197	-0.0
ARHGEF12	human	mir197	-0.12
TANGO2	human	mir197	-0.16
KIAA1468	human	mir197	-0.25
ZFP90	human	mir197	-0.09
SMAD4	human	mir197	-0.16
PAX1	human	mir197	-0.0
KRTAP5	human	mir197	-0.46
FRMD4B	human	mir197	-0.05
SLC38A1	human	mir197	-0.12
GRB10	human	mir197	-0.08
DYNC2LI1	human	mir197	-0.37
SPTLC3	human	mir197	-0.21
CTNND1	human	mir197	-0.73
C4orf3	human	mir197	-0.01
AC007952.5	human	mir197	-0.06
AC003102.1	human	mir197	-0.32
C14orf23	human	mir197	-0.0
CRYZL1	human	mir197	-0.47
HMGB1	human	mir197	-0.09
SRL	human	mir197	-0.09
CACNA1C	human	mir197	-0.0
KDM5A	human	mir197	-0.02
C22orf34	human	mir197	-0.56
CSNK2A1	human	mir197	-0.04
FAM69C	human	mir197	-0.0
MACC1	human	mir197	-0.15
KREMEN1	human	mir197	-0.04
SGSM1	human	mir197	-0.05
GREB1L	human	mir197	-0.13
AP005482.1	human	mir197	-0.17
JAM2	human	mir197	-0.33
XPO4	human	mir197	-0.01
ZG16	human	mir197	-0.29
C1orf86	human	mir197	-0.02
NBPF11	human	mir197	-0.3
NFASC	human	mir197	-0.25
AC008060.7	human	mir197	-0.26
SLC6A4	human	mir197	-0.03
ZFAND2A	human	mir197	-0.13
PARG	human	mir197	-0.01
CEBPZ	human	mir197	-0.1
RPS9	human	mir197	-0.51
HS1BP3	human	mir197	-0.11
CPE	human	mir197	-0.0
ELFN2	human	mir197	-0.01
INO80D	human	mir197	-0.03
C5orf45	human	mir197	-0.33
PLEKHB2	human	mir197	-0.0
THADA	human	mir197	-0.04
PSME4	human	mir197	-0.16
ZBTB40	human	mir197	-0.05
HOXD12	human	mir197	-0.01
MMD2	human	mir197	-0.16
ATG4B	human	mir197	-0.01
NUCB1	human	mir197	-0.0
RANGAP1	human	mir197	-0.0
MTA3	human	mir197	-0.08
PPP1R3G	human	mir197	-0.07
TRIOBP	human	mir197	-0.01
SMCR8	human	mir197	-0.02
CCDC104	human	mir197	-0.13
SLC8A1	human	mir197	-0.01
GPR1	human	mir197	-0.18
HIC2	human	mir197	-0.01
C22orf29	human	mir197	-0.04
FAM228B	human	mir197	-0.26
ICA1	human	mir197	-0.52
C3orf36	human	mir197	-0.1
FOXP2	human	mir197	-0.22
RPL31	human	mir197	-0.38
AAK1	human	mir197	-0.21
APOPT1	human	mir197	-0.01
FAM211A	human	mir197	-0.14
EIF4E2	human	mir197	-0.0
RPL36A	human	mir197	-0.8
FAM168B	human	mir197	-0.01
SFTPB	human	mir197	-0.07
TMEM237	human	mir197	-0.15
RAD54L2	human	mir197	-0.02
ZC3H8	human	mir197	-0.03
IL1R1	human	mir197	-0.05
APOL6	human	mir197	-0.16
SCN7A	human	mir197	-0.2
LSM5	human	mir197	-0.01
GULP1	human	mir197	-0.37
PRPF40A	human	mir197	-0.05
DACT3	human	mir197	-0.15
METTL21A	human	mir197	-0.28
PABPN1L	human	mir197	-0.42
C17orf72	human	mir197	-0.2
JADE1	human	mir197	-0.02
GAL3ST4	human	mir197	-0.25
EPGN	human	mir197	-0.15
ZNF557	human	mir197	-0.2
CRCP	human	mir197	-0.23
DNAH3	human	mir197	-0.03
SP140L	human	mir197	-0.0
TSEN2	human	mir197	-0.53
TNFAIP8	human	mir197	-0.17
ZNF322	human	mir197	-0.07
KNSTRN	human	mir197	-0.01
ZNF609	human	mir197	-0.15
FAM19A2	human	mir197	-0.16
CLEC17A	human	mir197	-0.23
ZNF724P	human	mir197	-0.34
ZNF783	human	mir197	-0.41
FAM126B	human	mir197	-0.03
GNS	human	mir197	-0.09
PTRH1	human	mir197	-0.0
PAFAH1B2	human	mir197	-0.29
ZNF799	human	mir197	-0.01
PLEKHA2	human	mir197	-0.06
TFRC	human	mir197	-0.37
LMOD3	human	mir197	-0.21
ZNF716	human	mir197	-0.05
PAX7	human	mir197	-0.21
ARRB1	human	mir197	-0.11
PCDH19	human	mir197	-0.11
ZNF578	human	mir197	-0.02
CASK	human	mir197	-0.0
DLGAP2	human	mir197	-0.06
NME6	human	mir197	-0.24
ATP6V0E2	human	mir197	-0.12
AUH	human	mir197	-0.02
IL1RAP	human	mir197	-0.63
ACYP2	human	mir197	-0.22
CDCA3	human	mir197	-0.35
CTCFL	human	mir197	-0.24
HGF	human	mir197	-0.29
MROH1	human	mir197	-0.03
KIAA0040	human	mir197	-0.31
RPL7L1	human	mir197	-0.16
CEP78	human	mir197	-0.0
GPBP1	human	mir197	-0.0
NR2C2	human	mir197	-0.04
EIF4E3	human	mir197	-0.0
ZNF445	human	mir197	-0.04
ZDHHC17	human	mir197	-0.11
GJC1	human	mir197	-0.0
DSN1	human	mir197	-0.09
SLC35B3	human	mir197	-0.45
ZNF300	human	mir197	-0.55
TMEM39B	human	mir197	-0.15
ZNF737	human	mir197	-0.02
ZNF589	human	mir197	-0.24
PHACTR2	human	mir197	-0.21
FGD4	human	mir197	-0.05
PLEKHM3	human	mir197	-0.07
ATXN1L	human	mir197	-0.02
ADAL	human	mir197	-0.0
MAVS	human	mir197	-0.03
PLCL1	human	mir197	-0.07
POLR2H	human	mir197	-0.0
YY2	human	mir197	-0.0
PARP2	human	mir197	-0.49
TSPAN14	human	mir197	-0.16
GTF2IRD2B	human	mir197	-0.4
WASF2	human	mir197	-0.02
CNTNAP5	human	mir197	-0.0
TMEM8A	human	mir197	-0.1
PHLDB2	human	mir197	-0.11
CSTF3	human	mir197	-0.07
FAM208A	human	mir197	-0.0
CREB1	human	mir197	-0.22
AKIRIN1	human	mir197	-0.24
ERN1	human	mir197	-0.05
CTNNA3	human	mir197	-0.1
WDR73	human	mir197	-0.0
CPSF6	human	mir197	-0.0
GFAP	human	mir197	-0.27
ASXL2	human	mir197	-0.1
FCHSD1	human	mir197	-0.67
TLR6	human	mir197	-0.11
LAYN	human	mir197	-0.0
AC106017.1	human	mir197	-0.0
ADH7	human	mir197	-0.18
VPS53	human	mir197	-0.27
GAS7	human	mir197	-0.0
GALNT15	human	mir197	-0.0
ABHD11	human	mir197	-0.27
PDLIM5	human	mir197	-0.04
CD109	human	mir197	-0.27
CABP4	human	mir197	-0.0
SEPT5	human	mir197	-0.35
LRCH3	human	mir197	-0.05
TUBGCP6	human	mir197	-0.2
ZNF766	human	mir197	-0.21
CCBE1	human	mir197	-0.0
LPAR3	human	mir197	-0.04
TBRG1	human	mir197	-0.26
PDK3	human	mir197	-0.2
SLC48A1	human	mir197	-0.16
GRK4	human	mir197	-0.12
UBA52	human	mir197	-0.1
NBPF12	human	mir197	-0.18
PTPRO	human	mir197	-0.0
CCDC113	human	mir197	-0.04
ERVMER34	human	mir197	-0.01
DUSP27	human	mir197	-0.0
ZNF146	human	mir197	-0.13
USP40	human	mir197	-0.15
RP4	human	mir197	-0.51
FGF12	human	mir197	-0.04
RPP14	human	mir197	-0.11
ZNF793	human	mir197	-0.03
C12orf43	human	mir197	-0.89
KLLN	human	mir197	-0.33
SMG1	human	mir197	-0.05
PACS2	human	mir197	-0.01
STRBP	human	mir197	-0.01
CD36	human	mir197	-0.38
DCTN4	human	mir197	-0.12
TAF1D	human	mir197	-0.31
RASAL2	human	mir197	-0.19
MPPED2	human	mir197	-0.04
ARSG	human	mir197	-0.01
ZNF789	human	mir197	-0.47
IFNE	human	mir197	-0.03
CLMP	human	mir197	-0.34
TMEM120B	human	mir197	-0.09
NBEAL1	human	mir197	-0.02
CHID1	human	mir197	-0.0
SYNJ2	human	mir197	-0.17
ZBTB43	human	mir197	-0.09
MICA	human	mir197	-0.01
EIF4E	human	mir197	-0.06
BTBD19	human	mir197	-0.33
ATCAY	human	mir197	-0.1
DSE	human	mir197	-0.04
SOD2	human	mir197	-0.04
SLC4A8	human	mir197	-0.15
PAPD4	human	mir197	-0.01
GTF2IRD2	human	mir197	-0.4
DGKI	human	mir197	-0.02
UBE2D3	human	mir197	-0.0
AGAP9	human	mir197	-0.0
SLC6A11	human	mir197	-0.17
USP41	human	mir197	-0.83
ZNF226	human	mir197	-0.35
MUC19	human	mir197	-0.24
TMEM218	human	mir197	-0.01
PHKB	human	mir197	-0.11
RASA1	human	mir197	-0.04
TMED7	human	mir197	-0.03
ZNF853	human	mir197	-0.08
ZNF302	human	mir197	-0.68
TYW3	human	mir197	-0.07
CDKN2AIPNL	human	mir197	-0.01
CLSTN2	human	mir197	-0.06
TSC22D1	human	mir197	-0.0
ZBTB20	human	mir197	-0.0
GPR156	human	mir197	-0.01
MEF2D	human	mir197	-0.04
DNAJC24	human	mir197	-0.34
RWDD1	human	mir197	-0.01
ZNF525	human	mir197	-0.16
PDXK	human	mir197	-0.01
CLASP2	human	mir197	-0.13
PCCB	human	mir197	-0.33
FTO	human	mir197	-0.0
PTK7	human	mir197	-0.06
COMMD2	human	mir197	-0.29
UBN2	human	mir197	-0.08
WNT5A	human	mir197	-0.32
PHC3	human	mir197	-0.13
MED12L	human	mir197	-0.04
ZNF273	human	mir197	-0.03
EMC1	human	mir197	-0.0
FAM71F2	human	mir197	-0.01
DDI2	human	mir197	-0.0
PPP2CA	human	mir197	-0.0
SNX5	human	mir197	-0.3
RBM48	human	mir197	-0.29
RXRA	human	mir197	-0.01
RCAN1	human	mir197	-0.24
RAB3IP	human	mir197	-0.04
RBM4	human	mir197	-0.34
ZNF695	human	mir197	-0.04
TFAM	human	mir197	-0.0
CIAO1	human	mir197	-0.03
UHMK1	human	mir197	-0.36
THOC5	human	mir197	-0.0
ONECUT2	human	mir197	-0.1
FAM199X	human	mir197	-0.21
PVRL3	human	mir197	-0.0
SEPT7	human	mir197	-0.13
DBNL	human	mir197	-0.01
SLC7A2	human	mir197	-0.02
GMPS	human	mir197	-0.02
PANK2	human	mir197	-0.0
MTO1	human	mir197	-0.0
LAMTOR3	human	mir197	-0.05
TFDP2	human	mir197	-0.01
ETF1	human	mir197	-0.6
LRPAP1	human	mir197	-0.02
ZNF623	human	mir197	-0.03
SH3TC2	human	mir197	-0.0
SNCAIP	human	mir197	-0.89
KY	human	mir197	-0.01
PCP4L1	human	mir197	-0.12
TIGD5	human	mir197	-0.0
CDC42SE2	human	mir197	-0.21
SMUG1	human	mir197	-0.0
KLHL3	human	mir197	-0.13
NPY2R	human	mir197	-0.05
MRPS30	human	mir197	-0.02
KCTD16	human	mir197	-0.01
C7orf73	human	mir197	-0.05
NAAA	human	mir197	-0.16
ZFYVE28	human	mir197	-0.21
TMEM144	human	mir197	-0.17
MTX3	human	mir197	-0.39
RNF4	human	mir197	-0.02
CYB5B	human	mir197	-0.13
LPHN3	human	mir197	-0.08
EXOC3	human	mir197	-0.0
THOC3	human	mir197	-0.52
DNAH10OS	human	mir197	-0.03
LHFPL2	human	mir197	-0.26
RNF150	human	mir197	-0.03
PTDSS1	human	mir197	-0.01
GLI4	human	mir197	-0.17
RABL5	human	mir197	-0.16
ENDOV	human	mir197	-1.11
TCEB1	human	mir197	-0.05
GABRP	human	mir197	-0.1
TXNRD3	human	mir197	-0.02
CHCHD7	human	mir197	-0.06
ATP6V0E1	human	mir197	-0.31
TG	human	mir197	-0.0
LYN	human	mir197	-0.0
LYRM2	human	mir197	-0.23
PPIL6	human	mir197	-0.01
SMIM12	human	mir197	-0.2
UTP14C	human	mir197	-0.02
HAVCR1	human	mir197	-0.06
MCM4	human	mir197	-0.02
STAU2	human	mir197	-0.02
NWD1	human	mir197	-0.27
CTSC	human	mir197	-0.01
KIAA1456	human	mir197	-0.02
FUT6	human	mir197	-0.18
CNTN5	human	mir197	-0.12
SLC39A13	human	mir197	-0.22
ZNF726	human	mir197	-0.54
C11orf82	human	mir197	-0.62
GUCY1A2	human	mir197	-0.01
CACNA1E	human	mir197	-0.04
TRAF6	human	mir197	-0.04
